Customer_ID,PAN,Passport_Number,Driving_Licence,Voter_ID,KYC_Status,Face_Match_Score,OCR_Match_Score,Liveness_Score,Address_Match_Score
CUST_00000238,RIZOD8775K,C1146549,MH1820116310432,UAM0106848,REJECTED,0.44,0.65,0.24,0.36
CUST_00000239,USFQN4960F,N/A,UP7920115053294,JAG1503752,VERIFIED,0.93,0.95,0.92,0.91
CUST_00000240,URHFU6941V,N/A,MH0720206110146,N/A,VERIFIED,0.86,0.89,0.87,0.93
CUST_00000241,HLIUT0791Z,N/A,N/A,ANB2454782,VERIFIED,0.87,0.92,0.89,0.77
CUST_00000242,CFGKF8050N,E2613413,TS2620152134260,AOH1447221,VERIFIED,0.98,0.96,0.89,0.9
CUST_00000243,UYXPO2458G,N/A,UP6020140243335,STG3585150,VERIFIED,0.9,0.95,0.91,0.79
CUST_00000244,ZBMTA5478O,P2507912,KA0320175114310,ELO5941718,PENDING_REVERIFICATION,0.4,0.57,0.32,0.52
CUST_00000245,QSAQK6527W,T5770870,GJ0720116424919,N/A,VERIFIED,0.88,0.98,0.89,0.86
CUST_00000246,JQJEO0729H,R1495927,TN4220154485521,NKB3458458,VERIFIED,0.91,0.97,0.94,0.79
CUST_00000247,XLJRS9818C,N/A,KA5120242999965,HYC2648562,VERIFIED,0.98,0.89,0.83,0.81
CUST_00000248,ZODJL6208H,Q6436356,UP5920149516904,N/A,VERIFIED,0.89,0.97,0.89,0.93
CUST_00000249,DUEGM9703O,F6151179,DL2120131961548,BID2150333,PENDING_REVERIFICATION,0.35,0.57,0.36,0.26
CUST_00000250,OEHXK4143A,N/A,GJ8320214958622,MHY9515946,VERIFIED,0.93,0.99,0.83,0.85
CUST_00000251,TXDOI4840B,T6529205,N/A,N/A,VERIFIED,0.94,0.9,0.91,0.86
CUST_00000252,LRCNF3699L,N/A,WB1920217174617,JJH3980749,VERIFIED,0.87,0.91,0.86,0.95
CUST_00000253,UHUZL8150G,N/A,TS6120238813090,ZBY7049457,VERIFIED,0.95,0.89,0.93,0.88
CUST_00000254,TDEJO0883R,X4002984,TS5420128252487,XQA7495344,VERIFIED,0.98,0.98,0.93,0.86
CUST_00000255,GRZVJ7025E,K4630369,MH3820148885421,QBF6751338,REJECTED,0.61,0.55,0.22,0.45
CUST_00000256,UHSJN3112Y,P4912587,KA5420171281785,DDA3614959,VERIFIED,0.96,0.94,0.85,0.95
CUST_00000257,EHTDD6632C,N/A,N/A,LTC0441065,VERIFIED,0.99,0.97,0.82,0.76
CUST_00000258,MXBHA0165G,N/A,N/A,EJC8993157,VERIFIED,0.86,0.96,0.95,0.84
CUST_00000259,GOCPA2129R,N/A,N/A,ASY9846161,VERIFIED,0.89,0.98,0.91,0.9
CUST_00000260,VZLNK7345P,N/A,GJ9120149347126,N/A,VERIFIED,0.87,0.96,0.95,0.82
CUST_00000261,SCMKL7682N,N/A,N/A,HWE0846194,VERIFIED,0.87,0.9,0.85,0.96
CUST_00000262,CLRCD4519F,N/A,KA4720135681297,FVK2447757,VERIFIED,0.86,0.99,0.95,0.87
CUST_00000263,UYJRY9514D,N/A,TS6320173872548,N/A,VERIFIED,0.94,0.9,0.96,0.85
CUST_00000264,QDCBB6936E,J6007772,UP6320184390015,OVO0798148,VERIFIED,0.95,0.99,0.83,0.92
CUST_00000265,LAERU8143M,P7545545,N/A,N/A,VERIFIED,0.95,0.92,0.9,0.94
CUST_00000266,EBGPJ6720S,N/A,MH1720236147342,JTA8303336,VERIFIED,0.9,0.9,0.93,0.94
CUST_00000267,GQPXB3303O,V8592659,WB7420165409333,OVC6357363,VERIFIED,0.91,0.97,0.92,0.89
CUST_00000268,LMWUV5209M,Z2708030,N/A,UMF7638452,VERIFIED,0.94,0.9,0.93,0.82
CUST_00000269,KQLTE0785G,N/A,UP3520248937548,VWX9702427,VERIFIED,0.88,0.98,0.86,0.9
CUST_00000270,TVKWX6822F,N/A,TS8820193961602,KCE2845460,VERIFIED,0.85,0.92,0.92,0.97
CUST_00000271,EDGUR1894A,N/A,N/A,BXI2098683,VERIFIED,0.89,0.99,0.93,0.88
CUST_00000272,VVGON1657Q,I4057387,TN5520132420582,CFH4805615,VERIFIED,0.93,0.93,0.98,0.78
CUST_00000273,MGHUD4336T,B8696725,TS8220216087699,XRN2409993,VERIFIED,0.89,0.98,0.87,0.96
CUST_00000274,YTHWE4386Z,N/A,N/A,AWV9448788,VERIFIED,0.95,0.92,0.95,0.81
CUST_00000275,VSNJP8740B,N/A,DL8120172283249,AFH5127761,VERIFIED,0.86,0.91,0.82,0.86
CUST_00000276,PKYLW1153J,G0333850,MH7220203837071,XZF7144203,VERIFIED,0.95,0.89,0.96,0.95
CUST_00000277,YDSLX4617G,N/A,TS3720218290766,N/A,VERIFIED,0.86,0.91,0.95,0.76
CUST_00000278,JLFFV7117A,N/A,N/A,N/A,VERIFIED,0.86,0.98,0.92,0.78
CUST_00000279,HGQXJ6401K,W3234505,N/A,BYM3668780,VERIFIED,0.97,0.95,0.9,0.85
CUST_00000280,NJZRD8011P,K8135110,DL6420234714409,TYH8672383,VERIFIED,0.97,0.93,0.92,0.9
CUST_00000281,ZTDWR7012B,N/A,N/A,MEM1844954,VERIFIED,0.86,0.93,0.9,0.9
CUST_00000282,CSDJF2878S,N/A,TN7520108825075,TEX2403291,VERIFIED,0.94,0.89,0.86,0.83
CUST_00000283,JYCIA4746I,N/A,MH4320107601791,ITT9520630,VERIFIED,0.99,0.92,0.9,0.8
CUST_00000284,BYJKE9808F,N/A,WB5220142585951,DML8361685,VERIFIED,0.85,0.88,0.86,0.76
CUST_00000285,MXMOK7864N,C0342614,KA3820177337609,N/A,VERIFIED,0.92,0.92,0.97,0.84
CUST_00000286,CUHZR3245R,C9554478,GJ3320191371866,TAT4780473,VERIFIED,0.92,0.98,0.9,0.91
CUST_00000287,STLVI9820T,N/A,TS8720117277939,NAD1468964,VERIFIED,0.91,0.93,0.97,0.91
CUST_00000288,QZJRR3310D,N/A,MH9020130449887,N/A,VERIFIED,0.96,0.88,0.92,0.76
CUST_00000289,FQQLQ7134P,N0117948,TN2620149553458,VKI1844457,VERIFIED,0.87,0.93,0.89,0.83
CUST_00000290,ZAKNS9982B,Q0552681,GJ5820217318726,AHE3229368,REJECTED,0.43,0.7,0.47,0.41
CUST_00000291,RDHSY8677Z,F6276116,KA5420175094434,GOZ3261858,VERIFIED,0.98,0.95,0.96,0.92
CUST_00000292,ICFOM9777R,I8886109,N/A,UZT9768155,VERIFIED,0.87,0.88,0.89,0.82
CUST_00000293,EDFJS7748E,N/A,GJ4320232311439,DFZ7084212,VERIFIED,0.93,0.92,0.94,0.9
CUST_00000294,SKQGT5714N,N/A,UP6720226069567,YLU7503474,VERIFIED,0.89,0.92,0.95,0.85
CUST_00000295,KAXDO9978J,N/A,N/A,N/A,VERIFIED,0.91,0.92,0.91,0.84
CUST_00000296,KXSWS3389T,N/A,N/A,XSL2576687,VERIFIED,0.87,0.93,0.84,0.95
CUST_00000297,KFHAI7719J,G0557107,TS3120235099303,SZC0363061,VERIFIED,0.94,0.92,0.83,0.84
CUST_00000298,HTLZU9586R,T2268513,TN1420158664624,PVJ0780084,VERIFIED,0.88,1.0,0.89,0.91
CUST_00000299,LJNPN3244O,W9498117,DL9120188877515,DFM7939641,VERIFIED,0.98,0.93,0.83,0.76
CUST_00000300,OBDJZ3471S,N0882841,GJ0920230749648,KOO9747675,VERIFIED,0.91,0.91,0.96,0.78
CUST_00000301,LLLWI7642M,N/A,GJ7020107433921,N/A,VERIFIED,0.97,1.0,0.87,0.97
CUST_00000302,TQWSO7751R,C1650514,MH1620208923121,EAU2784864,VERIFIED,0.87,0.95,0.91,0.93
CUST_00000303,BWALK8321D,N/A,DL3720123064677,GCH4163003,VERIFIED,0.88,0.89,0.87,0.81
CUST_00000304,IKIJV1275P,N/A,WB1520141017236,IOB0690551,VERIFIED,0.87,0.93,0.92,0.86
CUST_00000305,TQDOL8571R,F7549404,N/A,N/A,VERIFIED,0.93,0.95,0.85,0.84
CUST_00000306,VHZAY4583L,U2821500,KA1820219336170,ZWF5889697,VERIFIED,0.98,0.99,0.94,0.87
CUST_00000307,HRIFY3919T,N/A,UP0120240160703,RKX7757600,VERIFIED,0.96,0.91,0.96,0.97
CUST_00000308,VRRJV8317W,A1310776,GJ2520115086492,N/A,VERIFIED,0.97,0.95,0.88,0.82
CUST_00000309,VFZZA4760U,M1251176,N/A,PEP7198872,VERIFIED,0.92,0.95,0.96,0.98
CUST_00000310,WAZRP6804V,U0949264,N/A,JTW2244010,VERIFIED,0.98,0.9,0.84,0.95
CUST_00000311,OATZL0213U,U0485632,N/A,N/A,PENDING_REVERIFICATION,0.47,0.56,0.45,0.52
CUST_00000312,CGIBI7976Y,D6500038,KA1720107414161,BPL1008464,VERIFIED,0.95,0.9,0.87,0.83
CUST_00000313,WUQLM4616V,N/A,MH5920185506177,PCA7589153,VERIFIED,0.85,1.0,0.93,0.94
CUST_00000314,MQEDB1556L,J5514629,DL0820138507859,VOB3962014,VERIFIED,0.95,0.9,0.94,0.93
CUST_00000315,RMSWO3231Z,N/A,N/A,N/A,VERIFIED,0.86,0.94,0.83,0.84
CUST_00000316,XMXQS4247K,Z7219300,KA1920147388823,FPT0011873,VERIFIED,0.96,0.99,0.83,0.97
CUST_00000317,OEAVX0637D,N/A,GJ2720147653828,GVR9998801,VERIFIED,0.96,0.96,0.83,0.77
CUST_00000318,YUEJJ5920T,S1573078,UP2720211365795,UUP1387351,VERIFIED,0.96,0.99,0.88,0.96
CUST_00000319,SNMYM5676G,H8422431,GJ3320181422019,DCL3546444,VERIFIED,0.99,0.95,0.88,0.9
CUST_00000320,UIJEG6308Q,R6790002,N/A,FIH8627997,VERIFIED,0.93,0.95,0.83,0.91
CUST_00000321,TXAHV7445U,A4571327,N/A,N/A,VERIFIED,0.93,0.94,0.84,0.93
CUST_00000322,MNUTS4731Y,W4480183,MH6420225950249,IKR4753079,VERIFIED,0.94,0.89,0.94,0.82
CUST_00000323,DYIQP6892M,C5115480,KA8720182980240,ARM1092260,VERIFIED,0.95,0.89,0.95,0.75
CUST_00000324,BNEWK1154C,M9812474,N/A,PYP5620103,VERIFIED,0.9,0.91,0.95,0.82
CUST_00000325,UNXWL5728O,N/A,N/A,JVU3884164,VERIFIED,0.9,1.0,0.83,0.91
CUST_00000326,KRSCS0818R,N/A,TS8620241119777,SSF4959017,VERIFIED,0.85,0.9,0.93,0.9
CUST_00000327,ILGNM0673X,N/A,N/A,N/A,VERIFIED,0.89,0.89,0.95,0.9
CUST_00000328,KFAGS1644C,R6744218,KA2320142082915,N/A,VERIFIED,0.91,0.93,0.85,0.83
CUST_00000329,NKCTR1320V,R2688678,WB8920147448861,BAU7932049,VERIFIED,0.97,0.98,0.85,0.9
CUST_00000330,IERFW7811N,N/A,N/A,NVI6693421,VERIFIED,0.94,0.92,0.84,0.9
CUST_00000331,IARAF2626B,N/A,KA2820165058906,TMZ7795203,VERIFIED,0.95,0.9,0.96,0.82
CUST_00000332,QKYUD1769V,P0094575,MH3020102081318,ITT6032120,VERIFIED,0.89,0.98,0.82,0.84
CUST_00000333,YPYTI2675N,U8727320,TN8820213731992,PJI4080161,VERIFIED,0.92,0.93,0.9,0.89
CUST_00000334,FCPVY2073X,G2122462,UP1120156681434,N/A,VERIFIED,0.94,0.92,0.94,0.93
CUST_00000335,JMKPL1947N,N/A,N/A,WTX5172443,PENDING_REVERIFICATION,0.61,0.44,0.31,0.11
CUST_00000336,PBDME1057P,M9993465,N/A,KBX3514297,VERIFIED,0.9,0.88,0.87,0.9
CUST_00000337,NMRSQ9720L,N/A,N/A,QRS6246269,VERIFIED,0.96,0.97,0.89,0.84
CUST_00000338,VAUQX3595G,N1465585,WB9720241491049,COU8227601,VERIFIED,0.92,0.97,0.9,0.76
CUST_00000339,MCUKK2411E,N/A,N/A,FEY4810172,VERIFIED,0.93,1.0,0.83,0.83
CUST_00000340,XKQQW1232K,A5461070,MH1320138763320,UJN9247636,VERIFIED,0.96,0.95,0.84,0.94
CUST_00000341,IIGJK6988A,N/A,UP9020162329736,ADN9724685,VERIFIED,0.9,0.99,0.87,0.86
CUST_00000342,RAQYI6897V,N/A,N/A,LPK6049998,VERIFIED,0.85,0.96,0.89,0.78
CUST_00000343,XTHFD5585E,N/A,UP1220149206442,ZMX9452196,VERIFIED,0.95,0.89,0.86,0.94
CUST_00000344,CZAYI3276V,N/A,KA8620128968149,QMU3259039,REJECTED,0.47,0.47,0.22,0.48
CUST_00000345,TSRUZ4222D,N/A,N/A,N/A,VERIFIED,0.98,0.9,0.97,0.98
CUST_00000346,CTYTD3895A,N/A,N/A,IPE3477916,VERIFIED,0.91,0.95,0.83,0.89
CUST_00000347,PCAWI8226E,N/A,TS1920210576195,PIZ1974847,VERIFIED,0.98,1.0,0.9,0.97
CUST_00000348,JZIVF7870Y,N/A,DL6320216573446,HVX1034433,VERIFIED,0.88,0.96,0.93,0.79
CUST_00000349,BSHXS5037Z,N/A,N/A,BYH6544828,REJECTED,0.44,0.7,0.29,0.39
CUST_00000350,FQJWC7839V,F9091096,WB2020206777895,N/A,VERIFIED,0.86,0.93,0.82,0.86
CUST_00000351,GDKHP1779V,N/A,KA6020236410590,HQJ1046505,VERIFIED,0.98,1.0,0.83,0.93
CUST_00000352,OHTUE4645D,K0971805,UP0920189810000,OVQ7261860,VERIFIED,0.98,0.95,0.88,0.93
CUST_00000353,LIBOQ0270D,Q2919620,TS8520187464524,DMI9965660,VERIFIED,0.88,0.9,0.97,0.77
CUST_00000354,ADWFD5527N,N/A,KA7120144373392,JXK0246507,REJECTED,0.63,0.49,0.58,0.36
CUST_00000355,ZSFJR8641Z,N3922564,GJ8220116087101,XUD7209297,VERIFIED,0.89,0.92,0.96,0.97
CUST_00000356,DNWPU0352I,N/A,KA0720125335095,YKI7955841,VERIFIED,0.92,0.9,0.91,0.79
CUST_00000357,ANEDJ7079W,Y2671975,N/A,HLY8838943,REJECTED,0.66,0.56,0.36,0.46
CUST_00000358,CCSYE0754A,N/A,WB8720182288889,MNZ8646977,VERIFIED,0.94,0.9,0.96,0.87
CUST_00000359,STGTY8856T,O9685208,GJ0720168313243,JJC9257122,VERIFIED,0.96,0.88,0.89,0.87
CUST_00000360,FTOFH9680O,T8004213,N/A,SKA4158490,VERIFIED,0.89,0.91,0.82,0.92
CUST_00000361,UGMJJ8529V,N/A,UP2120125934736,TAW7121430,VERIFIED,0.97,0.93,0.87,0.82
CUST_00000362,RYYZD4461Y,N/A,N/A,TWN9831101,VERIFIED,0.98,0.98,0.98,0.92
CUST_00000363,NTGRI9742P,C7215278,TN8620237200093,FSV7519562,REJECTED,0.57,0.45,0.51,0.36
CUST_00000364,DAZYL6004J,N/A,TN2920157148367,MNQ3223430,VERIFIED,0.89,0.97,0.94,0.77
CUST_00000365,BBTFM9119L,N/A,GJ3920111625498,RRU1387562,VERIFIED,0.97,0.96,0.93,0.86
CUST_00000366,HPCCQ6098G,N/A,TN9120171654862,BOI7927015,VERIFIED,0.89,0.98,0.85,0.83
CUST_00000367,GWWXZ8479C,P4950561,N/A,N/A,VERIFIED,0.95,0.95,0.97,0.86
CUST_00000368,BOUST3689F,O7374211,TN7620210148669,WUL7532751,VERIFIED,0.9,0.88,0.95,0.75
CUST_00000369,BGBDW9276H,N/A,N/A,ZFD6693982,VERIFIED,0.95,0.98,0.91,0.97
CUST_00000370,DXHZQ0372I,A5977173,TS8120209242196,FLI2683474,VERIFIED,0.88,0.98,0.91,0.84
CUST_00000371,DMMLV1591J,A3886114,N/A,LQK7170031,VERIFIED,0.89,0.98,0.93,0.93
CUST_00000372,AVYDU2957A,Z1737245,UP2120145565948,MGO2500518,VERIFIED,0.98,0.88,0.93,0.76
CUST_00000373,KAFFK3296V,N/A,KA6320121847770,FYH0339001,VERIFIED,0.94,0.92,0.94,0.84
CUST_00000374,LIELX6628I,P6987009,N/A,DRI3774059,VERIFIED,0.95,0.92,0.83,0.84
CUST_00000375,HCZEK3464Z,N/A,GJ1820224125654,JOO4520757,VERIFIED,0.88,0.93,0.94,0.77
CUST_00000376,VFCJF8341D,B9387148,WB3220133767948,BDZ7309376,VERIFIED,0.86,0.94,0.85,0.97
CUST_00000377,BVWAJ0058E,Y1776243,MH3720112615356,BQP1134947,VERIFIED,0.91,0.92,0.88,0.81
CUST_00000378,GOHFY2039X,G4038960,UP6220156796449,VEU6110680,VERIFIED,0.94,1.0,0.92,0.77
CUST_00000379,HOBPT3560I,C9557039,N/A,AJH3177970,VERIFIED,0.93,0.95,0.92,0.81
CUST_00000380,KTCUD5358J,F1480788,N/A,RTE9576937,VERIFIED,0.95,0.95,0.87,0.81
CUST_00000381,IJWLX7326C,N/A,N/A,N/A,VERIFIED,0.87,0.99,0.94,0.95
CUST_00000382,YOZCA7387C,P0391230,DL9120227729954,GMG8611508,VERIFIED,0.91,0.88,0.91,0.81
CUST_00000383,KWXDJ8936Q,N/A,N/A,LWZ0907651,VERIFIED,0.88,0.96,0.98,0.77
CUST_00000384,CJOWF8634R,O1119344,KA4120158158677,FTC4591259,VERIFIED,0.98,0.93,0.86,0.85
CUST_00000385,UBVUZ2207N,N/A,TS3320202954563,CBK2785628,VERIFIED,0.94,0.91,0.93,0.77
CUST_00000386,CXITE3446F,W4958581,N/A,SPD6878708,REJECTED,0.38,0.49,0.3,0.13
CUST_00000387,YMIUR2799E,N/A,N/A,QQP0716762,VERIFIED,0.86,0.99,0.95,0.94
CUST_00000388,FERYJ3338D,N/A,N/A,SQL4355711,VERIFIED,0.94,0.97,0.94,0.87
CUST_00000389,LEPOJ8642T,D9816644,KA8220178445005,N/A,VERIFIED,0.93,0.91,0.88,0.96
CUST_00000390,PAHKF4314D,N/A,N/A,JUM9673975,VERIFIED,0.88,0.96,0.89,0.85
CUST_00000391,GRHXX6090A,N/A,N/A,DJV8539929,VERIFIED,0.89,0.93,0.82,0.82
CUST_00000392,FQVUP1691K,N/A,DL5620131670641,SDD5379813,VERIFIED,0.86,0.97,0.89,0.9
CUST_00000393,CAAUD6595A,X7967162,TN6920234114687,SUJ2001098,REJECTED,0.55,0.68,0.53,0.41
CUST_00000394,CYDDG1089G,M1744624,GJ8220247564487,VEA1560994,VERIFIED,0.92,0.94,0.88,0.83
CUST_00000395,POETY1005E,N/A,N/A,FJX0106121,VERIFIED,0.98,0.92,0.88,0.87
CUST_00000396,CSQMV4992G,N/A,N/A,RXH3573794,VERIFIED,0.93,0.94,0.85,0.95
CUST_00000397,WLTVQ6453U,N/A,N/A,N/A,VERIFIED,0.91,0.95,0.85,0.9
CUST_00000398,VLXYG4689Q,L3184122,GJ4820125275645,DIA3478536,VERIFIED,0.87,0.88,0.93,0.92
CUST_00000399,NCHPW8084Y,N/A,WB4120235370747,FBM0214652,REJECTED,0.64,0.48,0.34,0.15
CUST_00000400,AAUOA4190R,Q0600872,GJ5220119335686,UMB2946989,VERIFIED,0.86,0.93,0.86,0.8
CUST_00000401,CFVDZ8720X,N/A,GJ6920100880653,GUC9036821,VERIFIED,0.91,0.94,0.93,0.91
CUST_00000402,DLDWT8944D,Q5569372,TS9920141389058,JVG6860426,VERIFIED,0.94,0.94,0.84,0.89
CUST_00000403,MKMIV7539W,O6811934,TN5220131151577,HEH8618728,VERIFIED,0.88,0.93,0.96,0.8
CUST_00000404,EARLG9041Q,N/A,WB6620150891828,LJB3911126,VERIFIED,0.86,0.94,0.91,0.89
CUST_00000405,NCBGC1852R,N/A,KA3620136787381,KCT8227325,VERIFIED,0.92,0.98,0.95,0.94
CUST_00000406,TCNSM3923C,N/A,DL2420157637263,DAM3120685,VERIFIED,0.88,0.98,0.96,0.86
CUST_00000407,ZPMGC8598Q,Q1103747,TS8520174253643,N/A,VERIFIED,0.88,0.89,0.96,0.84
CUST_00000408,JAJSX7895D,N/A,N/A,HNQ1429305,VERIFIED,0.86,0.93,0.95,0.85
CUST_00000409,SLFCX3126R,N/A,UP6820124451152,XJI5921578,VERIFIED,0.9,0.92,0.83,0.84
CUST_00000410,DUOUJ1091V,N/A,N/A,DZQ6327002,VERIFIED,0.85,0.91,0.93,0.86
CUST_00000411,PBHLR0232Q,V9597174,N/A,XHA9263398,VERIFIED,0.86,0.97,0.91,0.93
CUST_00000412,XPELW8172N,N/A,N/A,OHC5653841,VERIFIED,0.94,0.95,0.94,0.79
CUST_00000413,LIYSM4440R,A9476325,N/A,DOO2734088,VERIFIED,0.96,0.95,0.92,0.95
CUST_00000414,LBBVQ3024K,N/A,MH1620219808254,RTB2174268,VERIFIED,0.95,0.91,0.85,0.82
CUST_00000415,HIZAM6106D,Q0248401,WB6220123941436,VOV6864618,VERIFIED,0.92,0.9,0.83,0.91
CUST_00000416,RETOM2694V,I3614404,N/A,OAH6860994,VERIFIED,0.89,0.96,0.86,0.97
CUST_00000417,SHZJW5373C,N/A,DL8420125903349,ROL8176908,VERIFIED,0.95,0.91,0.92,0.81
CUST_00000418,MZPES5626S,N/A,N/A,YJQ4081019,VERIFIED,0.88,0.89,0.93,0.83
CUST_00000419,MTZVT2818Y,N9020743,MH2320151806252,SJZ5124221,PENDING_REVERIFICATION,0.39,0.58,0.22,0.4
CUST_00000420,VVEPQ6288L,Y4501796,N/A,N/A,VERIFIED,0.98,1.0,0.95,0.94
CUST_00000421,MVOMJ6510N,U3007212,GJ0320134863656,XGS0890589,VERIFIED,0.99,0.92,0.94,0.94
CUST_00000422,NKBSC4920K,N/A,N/A,KFX0283790,REJECTED,0.35,0.41,0.34,0.45
CUST_00000423,MUOPV8304X,N/A,KA7120172172056,HBA5643890,VERIFIED,0.85,0.97,0.92,0.93
CUST_00000424,BUVNW6750Y,M6441489,N/A,JFL0252787,VERIFIED,0.94,0.98,0.91,0.88
CUST_00000425,OZASV0110L,N/A,N/A,PXZ1366092,VERIFIED,0.9,0.91,0.92,0.96
CUST_00000426,SVXWL3358H,N/A,TS4120219083507,NBX7622192,VERIFIED,0.99,1.0,0.92,0.94
CUST_00000427,TFJVD9664D,N/A,MH6420230566335,HPH9083034,VERIFIED,0.94,0.96,0.88,0.97
CUST_00000428,FJRNR0799Y,K9985738,WB5520220958291,UOY9295477,VERIFIED,0.94,0.91,0.84,0.9
CUST_00000429,GYMZG9262H,N/A,TS4420196620310,BHG2670368,VERIFIED,0.94,0.98,0.85,0.75
CUST_00000430,WLAAA3654S,N/A,KA3620249251761,IBE7281616,VERIFIED,0.96,1.0,0.91,0.86
CUST_00000431,BCBRW5070W,I9088502,KA1020187445942,CCF5860420,VERIFIED,0.98,0.95,0.91,0.83
CUST_00000432,PJZXJ9203J,E9068575,GJ2820169775854,ASJ9009255,VERIFIED,0.93,0.99,0.96,0.9
CUST_00000433,OKTWN0454I,G8222734,N/A,N/A,VERIFIED,0.95,0.91,0.95,0.98
CUST_00000434,TDGTW3359U,P6445815,N/A,UKP1223049,VERIFIED,0.92,0.98,0.83,0.83
CUST_00000435,OQUXW0125P,X1880105,N/A,N/A,VERIFIED,0.98,0.89,0.88,0.77
CUST_00000436,NKKDS2238K,S6170999,UP9520237309668,HMD1799085,VERIFIED,0.86,0.9,0.84,0.97
CUST_00000437,JQJLN5902K,N/A,N/A,BNN5923790,VERIFIED,0.96,0.92,0.87,0.8
CUST_00000438,YWTLH8331J,I4219261,TN8620142365640,CON1508514,VERIFIED,0.86,0.91,0.95,0.78
CUST_00000439,VJHYL4149W,W9184012,N/A,RZU7201347,VERIFIED,0.92,0.92,0.91,0.93
CUST_00000440,RBRXA1751R,V8696258,TN8720134450762,MME4160572,VERIFIED,0.94,0.91,0.9,0.77
CUST_00000441,LMPSB6662L,N/A,UP6820203020979,N/A,REJECTED,0.47,0.63,0.43,0.4
CUST_00000442,WVWRM6552H,N/A,N/A,CWT2936143,VERIFIED,0.97,1.0,0.96,0.84
CUST_00000443,CSSUM8442J,I5870723,WB5720166688733,GBM2604285,VERIFIED,0.92,0.98,0.88,0.95
CUST_00000444,UCZPD5903Y,W3370025,DL6920163847594,HEJ4520875,VERIFIED,0.87,0.9,0.97,0.79
CUST_00000445,NUBHA6607Z,N/A,WB8420162201057,VWW0577075,VERIFIED,0.88,0.95,0.88,0.9
CUST_00000446,XCPKV8747J,I4095342,WB7220148109260,HSN3979774,VERIFIED,0.88,0.9,0.95,0.82
CUST_00000447,PAULM1316C,N/A,N/A,CEW4216475,VERIFIED,0.9,0.98,0.88,0.77
CUST_00000448,GTGII1354A,N/A,N/A,GFO4492445,VERIFIED,0.94,0.91,0.85,0.95
CUST_00000449,TTXLC1051G,O8184651,WB5220104978657,DZS8238512,VERIFIED,0.96,0.96,0.94,0.78
CUST_00000450,RUYJP4237E,N/A,DL6820217950227,AKD0931653,VERIFIED,0.98,0.88,0.87,0.8
CUST_00000451,BMEJO2692N,S7379562,N/A,PCF1515635,VERIFIED,0.96,0.9,0.9,0.85
CUST_00000452,WPZTQ9202G,N/A,N/A,CUD1838054,VERIFIED,0.97,0.9,0.82,0.8
CUST_00000453,RINDO3343Q,K5889987,WB7220178222405,SGD8618873,VERIFIED,0.92,0.94,0.83,0.76
CUST_00000454,LQWXE3991L,N/A,TN0120195207492,N/A,VERIFIED,0.85,0.93,0.86,0.76
CUST_00000455,IXXNA2663W,N/A,TS3620200960110,ZVW9964487,VERIFIED,0.87,0.93,0.95,0.84
CUST_00000456,UAAXD7814D,N/A,MH5720201045648,IWH8673688,VERIFIED,0.94,0.95,0.97,0.84
CUST_00000457,EZSJA6460G,Y5704215,DL8220210054097,N/A,VERIFIED,0.96,0.91,0.88,0.76
CUST_00000458,IODMV0909F,N/A,KA2420159917827,N/A,VERIFIED,0.94,0.96,0.87,0.95
CUST_00000459,QAEAQ4893V,N/A,N/A,QXE7107113,VERIFIED,0.89,1.0,0.82,0.91
CUST_00000460,FEWEH6245L,N/A,UP8120202860090,N/A,VERIFIED,0.9,0.89,0.89,0.81
CUST_00000461,AVKNF7387G,K6587072,N/A,N/A,VERIFIED,0.9,0.99,0.83,0.77
CUST_00000462,MACRE1533S,B3139143,KA2420246006320,HME0845438,VERIFIED,0.91,0.94,0.86,0.86
CUST_00000463,GJIRH9879Q,N/A,N/A,CLH5511356,VERIFIED,0.98,0.98,0.94,0.76
CUST_00000464,NYODR7007E,Z3346213,DL3120233411177,LSE5701053,VERIFIED,0.91,0.99,0.96,0.96
CUST_00000465,FMJMG9339M,Y3268553,MH2920242989030,TJI8679611,VERIFIED,0.88,0.92,0.89,0.94
CUST_00000466,FLIRL2380N,F1684061,N/A,WUA3534494,VERIFIED,0.92,0.92,0.92,0.85
CUST_00000467,UHGQP8434K,R9114780,MH4420249901125,GNP8440840,VERIFIED,0.9,0.97,0.93,0.96
CUST_00000468,PJLRT0224O,N/A,GJ3920200597522,PJA7200764,VERIFIED,0.91,0.92,0.82,0.94
CUST_00000469,HZRGV8754C,N/A,GJ4820102462064,PSV1573634,VERIFIED,0.87,1.0,0.85,0.77
CUST_00000470,ETSTC9975J,N/A,N/A,QOU6052926,VERIFIED,0.92,0.89,0.85,0.88
CUST_00000471,ENBKE2027V,E2476027,N/A,N/A,VERIFIED,0.89,1.0,0.89,0.83
CUST_00000472,FPSPL4554R,A3381845,DL8720164289810,KRO0490753,VERIFIED,0.88,0.95,0.86,0.88
CUST_00000473,TLMEP6547Y,J5429168,N/A,N/A,VERIFIED,0.9,0.92,0.95,0.83
CUST_00000474,CFZOE1774N,L7453318,GJ6520188934009,KWM4849125,VERIFIED,0.97,0.91,0.88,0.94
CUST_00000475,IMEXJ6946T,N/A,TN1820198445001,ZPT9325403,VERIFIED,0.98,0.89,0.97,0.91
CUST_00000476,TWROW8138F,N/A,UP9220243351842,IHX2426979,VERIFIED,0.87,0.96,0.98,0.88
