Date,Particulars,Debit,Credit,Closing Balance
13-Mar-2026,UPI/CR/TXN428638/P_DEY/YESB/Payment_fr_P_DEY,,88.79,"64,014.65"
13-Mar-2026,UPI/CR/TXN178693/K_GANGULY/YESB/Payment_fr_K_GANGULY,,11.55,"64,026.20"
13-Mar-2026,UPI/CR/TXN162448/A_CHANDA/YESB/Payment_fr_A_CHANDA,,88.64,"64,114.84"
13-Mar-2026,UPI/CR/TXN677438/C_ROY/YESB/Payment_fr_C_ROY,,95.54,"64,210.38"
13-Mar-2026,UPI/CR/TXN939717/A_CHANDA/YESB/Payment_fr_A_CHANDA,,21.68,"64,232.06"
13-Mar-2026,UPI/CR/TXN749137/R_HALDER/YESB/Payment_fr_R_HALDER,,100.39,"64,332.45"
13-Mar-2026,UPI/CR/TXN104942/P_NASKAR/YESB/Payment_fr_P_NASKAR,,91.99,"64,424.44"
13-Mar-2026,UPI/CR/TXN110142/S_DUTA/YESB/Payment_fr_S_DUTA,,11.31,"64,435.75"
13-Mar-2026,UPI/CR/TXN578715/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,39.50,"64,475.25"
13-Mar-2026,UPI/DR/TXN678944/RELIANCE_RETAIL/HDFC/Payment_to_RELIANCE_RETAIL,286.11,,"64,189.14"
13-Mar-2026,UPI/CR/TXN794663/S_GHOSH/YESB/Payment_fr_S_GHOSH,,56.38,"64,245.52"
13-Mar-2026,UPI/CR/TXN768169/D_PAL/YESB/Payment_fr_D_PAL,,83.73,"64,329.25"
13-Mar-2026,UPI/CR/TXN158896/M_MITRA/YESB/Payment_fr_M_MITRA,,27.06,"64,356.31"
13-Mar-2026,UPI/CR/TXN606545/D_PAL/YESB/Payment_fr_D_PAL,,8.77,"64,365.08"
13-Mar-2026,UPI/CR/TXN851470/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,111.41,"64,476.49"
13-Mar-2026,UPI/CR/TXN546688/A_CHANDA/YESB/Payment_fr_A_CHANDA,,85.48,"64,561.97"
13-Mar-2026,UPI/DR/TXN982260/MOTHER_DAIRY_CO/HDFC/Payment_to_MOTHER_DAIRY_CO,421.29,,"64,140.68"
13-Mar-2026,UPI/CR/TXN957091/M_GUHA/YESB/Payment_fr_M_GUHA,,81.77,"64,222.45"
13-Mar-2026,UPI/CR/TXN659711/S_DUTA/YESB/Payment_fr_S_DUTA,,58.58,"64,281.03"
13-Mar-2026,UPI/CR/TXN941235/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,34.55,"64,315.58"
14-Mar-2026,UPI/CR/TXN368322/S_GHOSH/YESB/Payment_fr_S_GHOSH,,41.38,"64,356.96"
14-Mar-2026,UPI/CR/TXN224473/A_CHANDA/YESB/Payment_fr_A_CHANDA,,88.67,"64,445.63"
14-Mar-2026,UPI/CR/TXN317005/A_K_ROY/YESB/Payment_fr_A_K_ROY,,88.90,"64,534.53"
14-Mar-2026,UPI/CR/TXN718337/A_K_ROY/YESB/Payment_fr_A_K_ROY,,84.87,"64,619.40"
14-Mar-2026,UPI/CR/TXN227352/D_PAL/YESB/Payment_fr_D_PAL,,21.15,"64,640.55"
14-Mar-2026,UPI/CR/TXN434198/A_K_ROY/YESB/Payment_fr_A_K_ROY,,56.50,"64,697.05"
14-Mar-2026,UPI/CR/TXN567676/S_BASU/YESB/Payment_fr_S_BASU,,43.25,"64,740.30"
14-Mar-2026,UPI/CR/TXN460745/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,64.43,"64,804.73"
14-Mar-2026,UPI/CR/TXN234159/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,65.09,"64,869.82"
14-Mar-2026,UPI/CR/TXN489737/M_GUHA/YESB/Payment_fr_M_GUHA,,25.54,"64,895.36"
14-Mar-2026,UPI/CR/TXN611265/M_MITRA/YESB/Payment_fr_M_MITRA,,48.95,"64,944.31"
14-Mar-2026,UPI/DR/TXN872610/NESTLE_INDIA/HDFC/Payment_to_NESTLE_INDIA,545.25,,"64,399.06"
14-Mar-2026,UPI/CR/TXN908713/K_MALLICK/YESB/Payment_fr_K_MALLICK,,55.64,"64,454.70"
14-Mar-2026,UPI/DR/TXN738576/PEPSI_DIST/HDFC/Payment_to_PEPSI_DIST,411.29,,"64,043.41"
14-Mar-2026,UPI/CR/TXN159532/P_PAUL/YESB/Payment_fr_P_PAUL,,44.01,"64,087.42"
14-Mar-2026,UPI/CR/TXN858931/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,103.87,"64,191.29"
14-Mar-2026,UPI/CR/TXN297509/T_ROY/YESB/Payment_fr_T_ROY,,55.25,"64,246.54"
14-Mar-2026,UPI/DR/TXN731792/PEPSI_DIST/HDFC/Payment_to_PEPSI_DIST,323.72,,"63,922.82"
14-Mar-2026,UPI/CR/TXN897423/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,36.08,"63,958.90"
14-Mar-2026,UPI/DR/TXN165046/AMUL_MILK_AGENCY/HDFC/Payment_to_AMUL_MILK_AGENCY,446.10,,"63,512.80"
14-Mar-2026,UPI/CR/TXN964352/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,55.48,"63,568.28"
14-Mar-2026,UPI/CR/TXN291752/M_GUHA/YESB/Payment_fr_M_GUHA,,50.84,"63,619.12"
15-Mar-2026,UPI/CR/TXN927043/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,34.61,"63,653.73"
15-Mar-2026,UPI/CR/TXN586288/D_SEN/YESB/Payment_fr_D_SEN,,83.33,"63,737.06"
15-Mar-2026,UPI/CR/TXN813824/A_CHANDA/YESB/Payment_fr_A_CHANDA,,74.07,"63,811.13"
15-Mar-2026,UPI/CR/TXN981473/R_SHAW/YESB/Payment_fr_R_SHAW,,87.41,"63,898.54"
15-Mar-2026,UPI/CR/TXN678115/P_MANDAL/YESB/Payment_fr_P_MANDAL,,13.86,"63,912.40"
15-Mar-2026,UPI/CR/TXN738584/A_KUNDU/YESB/Payment_fr_A_KUNDU,,86.26,"63,998.66"
15-Mar-2026,UPI/DR/TXN319899/DELHI_SPICES/HDFC/Payment_to_DELHI_SPICES,561.69,,"63,436.97"
15-Mar-2026,UPI/CR/TXN554779/S_BAG/YESB/Payment_fr_S_BAG,,110.47,"63,547.44"
15-Mar-2026,UPI/DR/TXN244892/KOLKATA_GRAINS/HDFC/Payment_to_KOLKATA_GRAINS,217.68,,"63,329.76"
15-Mar-2026,UPI/DR/TXN363550/NESTLE_INDIA/HDFC/Payment_to_NESTLE_INDIA,183.41,,"63,146.35"
15-Mar-2026,UPI/CR/TXN838726/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,97.43,"63,243.78"
15-Mar-2026,UPI/CR/TXN743453/R_HALDER/YESB/Payment_fr_R_HALDER,,43.56,"63,287.34"
15-Mar-2026,UPI/CR/TXN386814/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,91.09,"63,378.43"
15-Mar-2026,UPI/CR/TXN382507/A_CHANDA/YESB/Payment_fr_A_CHANDA,,13.34,"63,391.77"
15-Mar-2026,UPI/CR/TXN786224/M_GUHA/YESB/Payment_fr_M_GUHA,,61.67,"63,453.44"
15-Mar-2026,UPI/CR/TXN593393/B_NATH/YESB/Payment_fr_B_NATH,,74.14,"63,527.58"
15-Mar-2026,UPI/CR/TXN697062/C_ROY/YESB/Payment_fr_C_ROY,,83.51,"63,611.09"
15-Mar-2026,UPI/CR/TXN452909/S_GHOSH/YESB/Payment_fr_S_GHOSH,,87.37,"63,698.46"
15-Mar-2026,UPI/CR/TXN505343/A_K_ROY/YESB/Payment_fr_A_K_ROY,,44.53,"63,742.99"
15-Mar-2026,UPI/CR/TXN710981/P_MANDAL/YESB/Payment_fr_P_MANDAL,,42.91,"63,785.90"
15-Mar-2026,UPI/DR/TXN947568/PEPSI_DIST/HDFC/Payment_to_PEPSI_DIST,3.68,,"63,782.22"
15-Mar-2026,UPI/CR/TXN767090/R_SHAW/YESB/Payment_fr_R_SHAW,,2.51,"63,784.73"
16-Mar-2026,UPI/CR/TXN207282/P_MANDAL/YESB/Payment_fr_P_MANDAL,,103.79,"63,888.52"
16-Mar-2026,UPI/CR/TXN178465/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,52.60,"63,941.12"
16-Mar-2026,UPI/CR/TXN338564/P_MANDAL/YESB/Payment_fr_P_MANDAL,,18.34,"63,959.46"
16-Mar-2026,UPI/CR/TXN995420/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,98.26,"64,057.72"
16-Mar-2026,UPI/DR/TXN500118/MOTHER_DAIRY_CO/HDFC/Payment_to_MOTHER_DAIRY_CO,483.10,,"63,574.62"
16-Mar-2026,UPI/CR/TXN809621/A_K_ROY/YESB/Payment_fr_A_K_ROY,,47.10,"63,621.72"
16-Mar-2026,UPI/CR/TXN694116/G_MODAK/YESB/Payment_fr_G_MODAK,,25.81,"63,647.53"
16-Mar-2026,UPI/CR/TXN344068/P_MANDAL/YESB/Payment_fr_P_MANDAL,,24.27,"63,671.80"
16-Mar-2026,UPI/CR/TXN629979/S_GHOSH/YESB/Payment_fr_S_GHOSH,,81.94,"63,753.74"
16-Mar-2026,UPI/CR/TXN249005/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,78.12,"63,831.86"
16-Mar-2026,UPI/CR/TXN867541/R_SHAW/YESB/Payment_fr_R_SHAW,,1.88,"63,833.74"
16-Mar-2026,UPI/CR/TXN911982/G_MODAK/YESB/Payment_fr_G_MODAK,,62.90,"63,896.64"
16-Mar-2026,UPI/CR/TXN178315/N_DAS/YESB/Payment_fr_N_DAS,,59.65,"63,956.29"
16-Mar-2026,UPI/CR/TXN695225/R_DHAR/YESB/Payment_fr_R_DHAR,,89.42,"64,045.71"
16-Mar-2026,UPI/CR/TXN613358/R_SHAW/YESB/Payment_fr_R_SHAW,,67.79,"64,113.50"
16-Mar-2026,UPI/CR/TXN472039/B_BARUA/YESB/Payment_fr_B_BARUA,,64.42,"64,177.92"
16-Mar-2026,UPI/CR/TXN708982/M_MITRA/YESB/Payment_fr_M_MITRA,,55.70,"64,233.62"
16-Mar-2026,UPI/CR/TXN102871/P_PAUL/YESB/Payment_fr_P_PAUL,,112.34,"64,345.96"
16-Mar-2026,UPI/CR/TXN322182/R_SHAW/YESB/Payment_fr_R_SHAW,,103.26,"64,449.22"
16-Mar-2026,UPI/CR/TXN887931/J_BOSE/YESB/Payment_fr_J_BOSE,,68.25,"64,517.47"
16-Mar-2026,UPI/CR/TXN565765/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,68.92,"64,586.39"
16-Mar-2026,UPI/CR/TXN452618/J_BOSE/YESB/Payment_fr_J_BOSE,,95.17,"64,681.56"
17-Mar-2026,UPI/DR/TXN746036/SUDIP_DISTRIBUTORS/HDFC/Payment_to_SUDIP_DISTRIBUTORS,515.73,,"64,165.83"
17-Mar-2026,UPI/CR/TXN933456/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,103.79,"64,269.62"
17-Mar-2026,UPI/CR/TXN136332/G_MODAK/YESB/Payment_fr_G_MODAK,,54.29,"64,323.91"
17-Mar-2026,UPI/CR/TXN569865/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,22.20,"64,346.11"
17-Mar-2026,UPI/CR/TXN168458/R_SHAW/YESB/Payment_fr_R_SHAW,,37.10,"64,383.21"
17-Mar-2026,UPI/CR/TXN217984/C_ROY/YESB/Payment_fr_C_ROY,,63.45,"64,446.66"
17-Mar-2026,UPI/CR/TXN212157/C_ROY/YESB/Payment_fr_C_ROY,,48.44,"64,495.10"
17-Mar-2026,UPI/CR/TXN412974/D_SEN/YESB/Payment_fr_D_SEN,,33.39,"64,528.49"
17-Mar-2026,UPI/CR/TXN814263/B_NATH/YESB/Payment_fr_B_NATH,,65.61,"64,594.10"
17-Mar-2026,UPI/DR/TXN335203/AMUL_MILK_AGENCY/HDFC/Payment_to_AMUL_MILK_AGENCY,420.79,,"64,173.31"
17-Mar-2026,UPI/CR/TXN457411/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,36.47,"64,209.78"
17-Mar-2026,UPI/CR/TXN290065/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,91.97,"64,301.75"
17-Mar-2026,UPI/CR/TXN684194/S_DUTA/YESB/Payment_fr_S_DUTA,,28.05,"64,329.80"
17-Mar-2026,UPI/DR/TXN886626/METRO_CASH_CARRY/HDFC/Payment_to_METRO_CASH_CARRY,113.37,,"64,216.43"
17-Mar-2026,UPI/CR/TXN200575/P_PAUL/YESB/Payment_fr_P_PAUL,,20.97,"64,237.40"
17-Mar-2026,UPI/CR/TXN436208/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,81.68,"64,319.08"
17-Mar-2026,UPI/DR/TXN253541/METRO_CASH_CARRY/HDFC/Payment_to_METRO_CASH_CARRY,501.50,,"63,817.58"
17-Mar-2026,UPI/CR/TXN683390/B_BARUA/YESB/Payment_fr_B_BARUA,,109.11,"63,926.69"
17-Mar-2026,UPI/CR/TXN700534/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,66.16,"63,992.85"
17-Mar-2026,UPI/CR/TXN299834/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,84.91,"64,077.76"
17-Mar-2026,UPI/CR/TXN311469/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,94.58,"64,172.34"
17-Mar-2026,UPI/DR/TXN149261/BRITANNIA_SALES/HDFC/Payment_to_BRITANNIA_SALES,540.63,,"63,631.71"
18-Mar-2026,UPI/CR/TXN721301/P_PAUL/YESB/Payment_fr_P_PAUL,,76.75,"63,708.46"
18-Mar-2026,UPI/CR/TXN857111/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,68.50,"63,776.96"
18-Mar-2026,UPI/CR/TXN458411/J_BOSE/YESB/Payment_fr_J_BOSE,,52.27,"63,829.23"
18-Mar-2026,UPI/DR/TXN935540/PARLE_PRODUCTS/HDFC/Payment_to_PARLE_PRODUCTS,30.64,,"63,798.59"
18-Mar-2026,UPI/CR/TXN778818/D_PAL/YESB/Payment_fr_D_PAL,,76.20,"63,874.79"
18-Mar-2026,UPI/CR/TXN626491/S_DUTA/YESB/Payment_fr_S_DUTA,,47.85,"63,922.64"
18-Mar-2026,UPI/CR/TXN522548/S_BASU/YESB/Payment_fr_S_BASU,,93.98,"64,016.62"
18-Mar-2026,UPI/CR/TXN813884/R_HALDER/YESB/Payment_fr_R_HALDER,,40.03,"64,056.65"
18-Mar-2026,UPI/DR/TXN313910/METRO_CASH_CARRY/HDFC/Payment_to_METRO_CASH_CARRY,141.70,,"63,914.95"
18-Mar-2026,UPI/CR/TXN256389/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,98.79,"64,013.74"
18-Mar-2026,UPI/CR/TXN533121/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,38.83,"64,052.57"
18-Mar-2026,UPI/CR/TXN490722/M_MITRA/YESB/Payment_fr_M_MITRA,,59.14,"64,111.71"
18-Mar-2026,UPI/CR/TXN786789/K_MALLICK/YESB/Payment_fr_K_MALLICK,,40.35,"64,152.06"
18-Mar-2026,UPI/CR/TXN478356/P_NASKAR/YESB/Payment_fr_P_NASKAR,,71.82,"64,223.88"
18-Mar-2026,UPI/CR/TXN112210/P_NASKAR/YESB/Payment_fr_P_NASKAR,,89.48,"64,313.36"
18-Mar-2026,UPI/CR/TXN492052/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,45.58,"64,358.94"
18-Mar-2026,UPI/CR/TXN846221/G_MODAK/YESB/Payment_fr_G_MODAK,,28.57,"64,387.51"
18-Mar-2026,UPI/DR/TXN408463/RELIANCE_RETAIL/HDFC/Payment_to_RELIANCE_RETAIL,9.14,,"64,378.37"
18-Mar-2026,UPI/CR/TXN644932/S_BASU/YESB/Payment_fr_S_BASU,,12.96,"64,391.33"
18-Mar-2026,UPI/DR/TXN113595/GROCERY_WHOLESALE/HDFC/Payment_to_GROCERY_WHOLESALE,231.49,,"64,159.84"
18-Mar-2026,UPI/CR/TXN316899/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,41.46,"64,201.30"
18-Mar-2026,UPI/CR/TXN631958/R_DHAR/YESB/Payment_fr_R_DHAR,,88.33,"64,289.63"
19-Mar-2026,UPI/CR/TXN475691/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,71.57,"64,361.20"
19-Mar-2026,UPI/CR/TXN460971/R_DHAR/YESB/Payment_fr_R_DHAR,,76.04,"64,437.24"
19-Mar-2026,UPI/CR/TXN114760/S_SOM/YESB/Payment_fr_S_SOM,,92.17,"64,529.41"
19-Mar-2026,UPI/CR/TXN838927/P_MANDAL/YESB/Payment_fr_P_MANDAL,,26.61,"64,556.02"
19-Mar-2026,UPI/CR/TXN329659/R_HALDER/YESB/Payment_fr_R_HALDER,,61.78,"64,617.80"
19-Mar-2026,UPI/CR/TXN208751/R_SHAW/YESB/Payment_fr_R_SHAW,,12.65,"64,630.45"
19-Mar-2026,UPI/CR/TXN228479/M_GUHA/YESB/Payment_fr_M_GUHA,,28.29,"64,658.74"
19-Mar-2026,UPI/CR/TXN930307/J_HALDER/YESB/Payment_fr_J_HALDER,,9.34,"64,668.08"
19-Mar-2026,UPI/DR/TXN808340/AMUL_MILK_AGENCY/HDFC/Payment_to_AMUL_MILK_AGENCY,357.49,,"64,310.59"
19-Mar-2026,UPI/CR/TXN387286/A_KUNDU/YESB/Payment_fr_A_KUNDU,,25.12,"64,335.71"
19-Mar-2026,UPI/CR/TXN141319/R_SHAW/YESB/Payment_fr_R_SHAW,,18.77,"64,354.48"
19-Mar-2026,UPI/DR/TXN750706/DELHI_SPICES/HDFC/Payment_to_DELHI_SPICES,489.93,,"63,864.55"
19-Mar-2026,UPI/CR/TXN930244/M_MITRA/YESB/Payment_fr_M_MITRA,,9.06,"63,873.61"
19-Mar-2026,UPI/CR/TXN381631/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,40.03,"63,913.64"
19-Mar-2026,UPI/CR/TXN539170/D_PAL/YESB/Payment_fr_D_PAL,,62.26,"63,975.90"
19-Mar-2026,UPI/CR/TXN484398/B_NATH/YESB/Payment_fr_B_NATH,,99.11,"64,075.01"
19-Mar-2026,UPI/CR/TXN995735/P_NASKAR/YESB/Payment_fr_P_NASKAR,,14.24,"64,089.25"
19-Mar-2026,UPI/CR/TXN177289/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,106.59,"64,195.84"
19-Mar-2026,UPI/CR/TXN258471/P_NASKAR/YESB/Payment_fr_P_NASKAR,,76.29,"64,272.13"
19-Mar-2026,UPI/CR/TXN620465/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,52.12,"64,324.25"
19-Mar-2026,UPI/CR/TXN893969/B_NATH/YESB/Payment_fr_B_NATH,,91.85,"64,416.10"
19-Mar-2026,UPI/DR/TXN826596/METRO_CASH_CARRY/HDFC/Payment_to_METRO_CASH_CARRY,547.44,,"63,868.66"
20-Mar-2026,UPI/CR/TXN289934/T_SAMANTA/YESB/Payment_fr_T_SAMANTA,,56.45,"63,925.11"
20-Mar-2026,UPI/CR/TXN636361/RAM_SEN/YESB/Payment_fr_RAM_SEN,,105.08,"64,030.19"
20-Mar-2026,UPI/CR/TXN307356/J_BOSE/YESB/Payment_fr_J_BOSE,,9.95,"64,040.14"
20-Mar-2026,UPI/CR/TXN409234/S_DUTA/YESB/Payment_fr_S_DUTA,,81.64,"64,121.78"
20-Mar-2026,UPI/CR/TXN438273/T_ROY/YESB/Payment_fr_T_ROY,,34.12,"64,155.90"
20-Mar-2026,UPI/DR/TXN943890/COCA_COLA_SUPPLY/HDFC/Payment_to_COCA_COLA_SUPPLY,310.78,,"63,845.12"
20-Mar-2026,UPI/CR/TXN296653/A_KUNDU/YESB/Payment_fr_A_KUNDU,,72.67,"63,917.79"
20-Mar-2026,UPI/CR/TXN860413/K_MALLICK/YESB/Payment_fr_K_MALLICK,,31.05,"63,948.84"
20-Mar-2026,UPI/CR/TXN538897/K_MALLICK/YESB/Payment_fr_K_MALLICK,,50.70,"63,999.54"
20-Mar-2026,UPI/CR/TXN141360/P_DEY/YESB/Payment_fr_P_DEY,,71.00,"64,070.54"
20-Mar-2026,UPI/CR/TXN916779/P_DEY/YESB/Payment_fr_P_DEY,,69.29,"64,139.83"
20-Mar-2026,UPI/CR/TXN741055/R_DHAR/YESB/Payment_fr_R_DHAR,,72.79,"64,212.62"
20-Mar-2026,UPI/CR/TXN334865/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,69.94,"64,282.56"
20-Mar-2026,UPI/CR/TXN868043/A_KUNDU/YESB/Payment_fr_A_KUNDU,,23.82,"64,306.38"
20-Mar-2026,UPI/CR/TXN163941/P_BANERJEE/YESB/Payment_fr_P_BANERJEE,,73.16,"64,379.54"
20-Mar-2026,UPI/CR/TXN195563/K_MALLICK/YESB/Payment_fr_K_MALLICK,,4.13,"64,383.67"
20-Mar-2026,UPI/CR/TXN247475/D_CHATTERJEE/YESB/Payment_fr_D_CHATTERJEE,,63.03,"64,446.70"
20-Mar-2026,UPI/DR/TXN327900/BRITANNIA_SALES/HDFC/Payment_to_BRITANNIA_SALES,75.49,,"64,371.21"
20-Mar-2026,UPI/CR/TXN209812/K_MALLICK/YESB/Payment_fr_K_MALLICK,,70.00,"64,441.21"
20-Mar-2026,UPI/CR/TXN801520/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,34.84,"64,476.05"
20-Mar-2026,UPI/CR/TXN656127/RAM_SEN/YESB/Payment_fr_RAM_SEN,,73.71,"64,549.76"
21-Mar-2026,UPI/CR/TXN325146/R_DHAR/YESB/Payment_fr_R_DHAR,,4.67,"64,554.43"
21-Mar-2026,UPI/CR/TXN168804/R_SHAW/YESB/Payment_fr_R_SHAW,,52.73,"64,607.16"
21-Mar-2026,UPI/CR/TXN787991/K_MALLICK/YESB/Payment_fr_K_MALLICK,,107.44,"64,714.60"
21-Mar-2026,UPI/CR/TXN780364/C_ROY/YESB/Payment_fr_C_ROY,,54.48,"64,769.08"
21-Mar-2026,UPI/CR/TXN737894/K_MALLICK/YESB/Payment_fr_K_MALLICK,,14.19,"64,783.27"
21-Mar-2026,UPI/DR/TXN517196/METRO_CASH_CARRY/HDFC/Payment_to_METRO_CASH_CARRY,87.41,,"64,695.86"
21-Mar-2026,UPI/CR/TXN378095/RAM_SEN/YESB/Payment_fr_RAM_SEN,,82.09,"64,777.95"
21-Mar-2026,UPI/DR/TXN564586/AMUL_MILK_AGENCY/HDFC/Payment_to_AMUL_MILK_AGENCY,152.93,,"64,625.02"
21-Mar-2026,UPI/CR/TXN232315/A_KUNDU/YESB/Payment_fr_A_KUNDU,,13.34,"64,638.36"
21-Mar-2026,UPI/CR/TXN881549/M_GUHA/YESB/Payment_fr_M_GUHA,,67.80,"64,706.16"
21-Mar-2026,UPI/CR/TXN578938/N_DAS/YESB/Payment_fr_N_DAS,,10.33,"64,716.49"
21-Mar-2026,UPI/CR/TXN210790/G_MODAK/YESB/Payment_fr_G_MODAK,,92.49,"64,808.98"
21-Mar-2026,UPI/CR/TXN567773/R_HALDER/YESB/Payment_fr_R_HALDER,,41.98,"64,850.96"
21-Mar-2026,UPI/CR/TXN282664/A_CHANDA/YESB/Payment_fr_A_CHANDA,,43.57,"64,894.53"
21-Mar-2026,UPI/CR/TXN638401/S_MALAKAR/YESB/Payment_fr_S_MALAKAR,,47.07,"64,941.60"
21-Mar-2026,UPI/CR/TXN297377/B_PRAMANIK/YESB/Payment_fr_B_PRAMANIK,,9.89,"64,951.49"
21-Mar-2026,UPI/CR/TXN730343/P_DEY/YESB/Payment_fr_P_DEY,,36.11,"64,987.60"
21-Mar-2026,UPI/CR/TXN971889/K_MALLICK/YESB/Payment_fr_K_MALLICK,,71.07,"65,058.67"
21-Mar-2026,UPI/CR/TXN710610/M_MITRA/YESB/Payment_fr_M_MITRA,,29.32,"65,087.99"
21-Mar-2026,UPI/CR/TXN680099/P_NASKAR/YESB/Payment_fr_P_NASKAR,,72.96,"65,160.95"
21-Mar-2026,UPI/CR/TXN361662/S_SARKAR/YESB/Payment_fr_S_SARKAR,,63.62,"65,224.57"
22-Mar-2026,UPI/CR/TXN789461/B_BARUA/YESB/Payment_fr_B_BARUA,,14.08,"65,238.65"
22-Mar-2026,UPI/CR/TXN492073/S_BHATTACHARYA/YESB/Payment_fr_S_BHATTACHARYA,,38.10,"65,276.75"
22-Mar-2026,UPI/CR/TXN851606/A_KUNDU/YESB/Payment_fr_A_KUNDU,,9.95,"65,286.70"
22-Mar-2026,UPI/CR/TXN950069/A_K_ROY/YESB/Payment_fr_A_K_ROY,,74.63,"65,361.33"
22-Mar-2026,UPI/CR/TXN473023/P_PAUL/YESB/Payment_fr_P_PAUL,,60.57,"65,421.90"
22-Mar-2026,UPI/CR/TXN447848/RAM_SEN/YESB/Payment_fr_RAM_SEN,,67.65,"65,489.55"
22-Mar-2026,UPI/CR/TXN214266/P_MANDAL/YESB/Payment_fr_P_MANDAL,,9.43,"65,498.98"
22-Mar-2026,UPI/CR/TXN917392/M_MITRA/YESB/Payment_fr_M_MITRA,,99.03,"65,598.01"
22-Mar-2026,UPI/CR/TXN334081/R_DHAR/YESB/Payment_fr_R_DHAR,,44.64,"65,642.65"
22-Mar-2026,UPI/CR/TXN429287/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,1.84,"65,644.49"
22-Mar-2026,UPI/CR/TXN821634/S_SARKAR/YESB/Payment_fr_S_SARKAR,,111.91,"65,756.40"
22-Mar-2026,UPI/CR/TXN444625/R_SHAW/YESB/Payment_fr_R_SHAW,,24.96,"65,781.36"
22-Mar-2026,UPI/CR/TXN820442/A_CHAKRABORTY/YESB/Payment_fr_A_CHAKRABORTY,,67.91,"65,849.27"
22-Mar-2026,UPI/CR/TXN151685/P_PAUL/YESB/Payment_fr_P_PAUL,,59.33,"65,908.60"
22-Mar-2026,UPI/CR/TXN540897/T_ROY/YESB/Payment_fr_T_ROY,,50.42,"65,959.02"
22-Mar-2026,UPI/CR/TXN795578/D_PAL/YESB/Payment_fr_D_PAL,,11.76,"65,970.78"
22-Mar-2026,UPI/CR/TXN373668/D_SEN/YESB/Payment_fr_D_SEN,,62.17,"66,032.95"
22-Mar-2026,UPI/CR/TXN272892/A_KUNDU/YESB/Payment_fr_A_KUNDU,,9.56,"66,042.51"
22-Mar-2026,UPI/CR/TXN911630/A_BAKSHI/YESB/Payment_fr_A_BAKSHI,,39.45,"66,081.96"
22-Mar-2026,UPI/CR/TXN704272/R_SHAW/YESB/Payment_fr_R_SHAW,,60.58,"66,142.54"
22-Mar-2026,UPI/CR/TXN416822/S_MUKHERJEE/YESB/Payment_fr_S_MUKHERJEE,,48.38,"66,190.92"
23-Mar-2026,UPI/CR/TXN501078/A_K_ROY/YESB/Payment_fr_A_K_ROY,,26.79,"66,217.71"
23-Mar-2026,UPI/CR/TXN584487/S_GHOSH/YESB/Payment_fr_S_GHOSH,,49.22,"66,266.93"
23-Mar-2026,UPI/CR/TXN434367/A_K_ROY/YESB/Payment_fr_A_K_ROY,,32.44,"66,299.37"
23-Mar-2026,UPI/CR/TXN311250/S_BAG/YESB/Payment_fr_S_BAG,,109.35,"66,408.72"
23-Mar-2026,UPI/CR/TXN420984/P_MANDAL/YESB/Payment_fr_P_MANDAL,,17.46,"66,426.18"
23-Mar-2026,UPI/CR/TXN353690/A_K_ROY/YESB/Payment_fr_A_K_ROY,,90.42,"66,516.60"
23-Mar-2026,UPI/CR/TXN284654/P_DEY/YESB/Payment_fr_P_DEY,,96.00,"66,612.60"
