Customer_ID,Full_Name,Gender,DOB,Age,Education,Occupation,Employer,Employment_Type,Industry,Annual_Income,Monthly_Income,Bank,IFSC,Account_Number,Account_Type,City,District,State,PIN,Customer_Segment,Savings_Balance,Credit_Card_Holder,Account_Open_Date,Nominee_Relation
CUST_00000171,Tanmayi Bail,Female,2006-10-26,19,Diploma,Unemployed,N/A,Unemployed,None,256489.52,21374.13,Punjab National Bank,PUNB0002882,408218044268,Salary,Coimbatore,Coimbatore,Tamil Nadu,641965,Mass Market,59647.99,False,2012-10-01,Daughter
CUST_00000172,Victor Pathak,Male,1961-03-10,65,Bachelor's,Claims inspector/assessor,Sarin PLC,Self-Employed Professional,Services,598460.24,49871.69,IDFC FIRST Bank,IDFB0001430,395036212198,Salary,Mumbai,Mumbai City,Maharashtra,400379,Mass Market,73159.9,True,2016-05-28,Sibling
CUST_00000173,Chaaya Randhawa,Female,2001-11-05,24,High School,"Librarian, academic",Nath and Sons,Salaried - Private,Manufacturing,374301.64,31191.8,Punjab National Bank,PUNB0006751,297594719776,Salary,Delhi,East Delhi,Delhi,110171,Mass Market,65383.89,False,2011-03-23,Father
CUST_00000174,Dakshesh Wali,Male,1983-02-09,43,Diploma,Magazine journalist,Divan-Keer,Salaried - Private,Telecom,11604367.66,967030.64,State Bank of India,SBIN0002503,683025110578,Savings,Coimbatore,Coimbatore,Tamil Nadu,641529,Ultra HNI,21941724.41,True,2011-08-24,Son
CUST_00000175,Lavanya Hora,Female,1965-08-16,60,Bachelor's,"Designer, ceramics/pottery","Borra, Goel and Tak",Self-Employed Business,Retail & E-commerce,5605079.04,467089.92,ICICI Bank,ICIC0007062,891612454760,Savings,Vadodara,Vadodara,Gujarat,390710,HNI,981338.37,False,2017-06-03,Spouse
CUST_00000176,Udarsh Naidu,Male,2001-07-09,25,Bachelor's,Interpreter,Sarraf Inc,Salaried - Govt,Information Technology,836821.83,69735.15,ICICI Bank,ICIC0003579,781845110195,Current,Nagpur,Nagpur,Maharashtra,440183,Affluent,336329.99,True,2017-07-02,Mother
CUST_00000177,Max Maharaj,Male,1987-05-06,39,Master's,Management consultant,"Borah, Mukherjee and Shenoy",Salaried - Private,Real Estate,1486100.14,123841.68,Bank of Baroda,BARB0008957,587938676045,Salary,Howrah,Howrah,West Bengal,711320,Affluent,148892.43,True,2017-03-25,Daughter
CUST_00000178,Ayush Pillay,Male,1999-10-30,26,Bachelor's,Camera operator,"Chana, Tripathi and Rajagopalan",Salaried - Govt,Banking & Finance,344254.25,28687.85,Punjab National Bank,PUNB0008043,409713913259,Savings,Kanpur,Kanpur Nagar,Uttar Pradesh,208783,Mass Market,72767.1,False,2017-05-27,Mother
CUST_00000179,Ansh Sengupta,Male,2003-11-06,22,Bachelor's,"Teacher, music","Guha, Nagy and Soni",Salaried - Private,Information Technology,5848800.51,487400.04,Axis Bank,UTIB0007475,761358158184,Savings,Mumbai,Mumbai City,Maharashtra,400309,HNI,895705.97,True,2018-01-08,Mother
CUST_00000180,Azaan Seshadri,Male,1961-12-27,64,Diploma,Lobbyist,"Chad, Thaman and Gera",Self-Employed Business,Education,284459.99,23705.0,ICICI Bank,ICIC0005186,457725451521,Salary,Bengaluru,Bengaluru Urban,Karnataka,560609,Mass Market,47051.58,False,2010-08-17,Sibling
CUST_00000181,Theodore Sarna,Male,1983-11-04,42,High School,Travel agency manager,Patla LLC,Salaried - Private,Government,1794848.15,149570.68,ICICI Bank,ICIC0003116,685748530791,Salary,Madurai,Madurai,Tamil Nadu,625672,Affluent,239852.35,False,2024-09-07,Sibling
CUST_00000182,Rishi Rege,Male,1996-11-08,29,Master's,"Therapist, sports",Natt Inc,Salaried - Private,Retail & E-commerce,293294.84,24441.24,HDFC Bank,HDFC0007505,915450068702,Savings,Pune,Pune,Maharashtra,411119,Mass Market,6167.34,False,2015-04-11,Son
CUST_00000183,Sanya Mander,Female,1969-09-14,56,High School,Toxicologist,Nath Inc,Salaried - Private,Banking & Finance,572227.51,47685.63,Punjab National Bank,PUNB0008033,544844364378,Savings,Howrah,Howrah,West Bengal,711217,Mass Market,25079.4,True,2019-04-28,Son
CUST_00000184,Ekavir Palla,Male,1972-09-24,53,Doctorate,Pensioner,N/A,Retired,Government/Services,579760.95,48313.41,State Bank of India,SBIN0006321,981206485371,Salary,Kanpur,Kanpur Nagar,Uttar Pradesh,208470,Mass Market,48655.76,False,2020-06-30,Spouse
CUST_00000185,Rohan Dayal,Male,1987-07-13,39,Bachelor's,Chartered accountant,Puri-Narasimhan,Self-Employed Professional,Government,192588.91,16049.08,HDFC Bank,HDFC0004986,746116310824,Salary,Kolkata,Kolkata,West Bengal,700505,Mass Market,24478.89,False,2023-01-04,Mother
CUST_00000186,Chakradhar Sampath,Male,1983-01-13,43,Bachelor's,Pensioner,N/A,Retired,Government/Services,462492.89,38541.07,Punjab National Bank,PUNB0004630,956129010748,Salary,New Delhi,New Delhi,Delhi,110622,Mass Market,34393.77,True,2010-04-17,Sibling
CUST_00000187,Nilima Gole,Female,2006-01-14,20,Master's,Pensioner,N/A,Retired,Government/Services,388813.4,32401.12,HDFC Bank,HDFC0009693,312643624935,Salary,Surat,Surat,Gujarat,395844,Mass Market,47102.85,False,2015-06-20,Sibling
CUST_00000188,Xavier Handa,Male,1968-05-19,58,Master's,"Copywriter, advertising",Brahmbhatt LLC,Self-Employed Professional,Healthcare,270583.56,22548.63,Axis Bank,UTIB0002684,379801847378,Savings,Chennai,Chennai,Tamil Nadu,600716,Mass Market,50098.64,False,2023-07-05,Father
CUST_00000189,Chandresh Tripathi,Male,1996-09-01,29,High School,Secretary/administrator,Nayar PLC,Self-Employed Professional,Automobile,11928481.55,994040.13,HDFC Bank,HDFC0003902,950194325949,Savings,Lucknow,Lucknow,Uttar Pradesh,226872,Ultra HNI,24475006.24,False,2012-02-05,Daughter
CUST_00000190,Riya Dube,Female,1965-01-15,61,Bachelor's,Diagnostic radiographer,"Sarma, Bassi and Roy",Self-Employed Professional,Services,1327452.58,110621.05,Canara Bank,CNRB0006295,446291261920,Salary,Delhi,East Delhi,Delhi,110169,Affluent,180813.26,False,2015-10-30,Son
CUST_00000191,Kashish Sawhney,Female,1988-05-04,38,Bachelor's,"Production assistant, radio",Walla and Sons,Salaried - Private,Real Estate,816376.3,68031.36,Kotak Mahindra Bank,KKBK0005500,162669670656,Savings,Vadodara,Vadodara,Gujarat,390175,Affluent,267795.64,True,2014-12-14,Mother
CUST_00000192,Wahab Hari,Male,1975-09-22,50,Bachelor's,"Teacher, English as a foreign language",Shenoy-Manda,Self-Employed Professional,Real Estate,368451.32,30704.28,Canara Bank,CNRB0001616,503971266742,Savings,Hyderabad,Hyderabad,Telangana,500760,Mass Market,19340.72,True,2022-06-13,Spouse
CUST_00000193,Zayan Wable,Male,1978-05-14,48,Bachelor's,"Designer, television/film set",Devi LLC,Self-Employed Professional,Services,374667.5,31222.29,IDFC FIRST Bank,IDFB0009307,608457480605,Salary,Pune,Pune,Maharashtra,411929,Mass Market,29724.36,False,2010-11-01,Daughter
CUST_00000194,Wridesh Prabhu,Male,1985-06-05,41,High School,"Civil engineer, contracting","Varty, Dash and Mane",Salaried - Private,Automobile,347505.57,28958.8,Axis Bank,UTIB0006267,622289523089,Savings,New Delhi,New Delhi,Delhi,110561,Mass Market,44352.58,False,2011-05-06,Spouse
CUST_00000195,Gaurika Mahajan,Female,1979-12-17,46,Master's,Scientific laboratory technician,Sarkar Inc,Self-Employed Professional,Retail & E-commerce,2538567.63,211547.3,HDFC Bank,HDFC0009266,291753655750,Savings,Mumbai,Mumbai City,Maharashtra,400824,HNI,811133.77,False,2025-02-20,Son
CUST_00000196,Janya Seshadri,Female,2002-07-31,24,Diploma,Pensioner,N/A,Retired,Government/Services,572463.13,47705.26,Canara Bank,CNRB0009586,772260083878,Savings,Delhi,East Delhi,Delhi,110481,Mass Market,27668.46,False,2024-11-19,Mother
CUST_00000197,Sarthak Bera,Male,1977-03-18,49,Diploma,Midwife,Raju Inc,Salaried - Private,Government,1570490.3,130874.19,Bank of Baroda,BARB0006543,760045839791,Savings,Nagpur,Nagpur,Maharashtra,440762,Affluent,174523.08,False,2015-12-31,Mother
CUST_00000198,Akshay Nagar,Male,2004-12-24,21,Bachelor's,Legal executive,Devan Inc,Salaried - Private,Banking & Finance,466069.5,38839.12,Punjab National Bank,PUNB0002548,845425775966,Savings,Howrah,Howrah,West Bengal,711358,Mass Market,15245.0,False,2014-08-04,Sibling
CUST_00000199,Warinder Dewan,Male,1996-01-16,30,Bachelor's,"Psychotherapist, child",Ahluwalia-Buch,Salaried - Private,Automobile,6074946.92,506245.58,IDFC FIRST Bank,IDFB0003463,187331124984,Savings,Delhi,East Delhi,Delhi,110417,HNI,2092584.35,True,2010-04-22,Sibling
CUST_00000200,Hritik Doctor,Male,1985-02-16,41,Master's,Transport planner,"Sampath, Choudhry and Mani",Salaried - Govt,Telecom,2191571.63,182630.97,Bank of Baroda,BARB0003112,879944763170,Savings,Mysuru,Mysuru,Karnataka,570672,Affluent,141231.91,False,2013-10-20,Son
CUST_00000201,Darsh Batta,Male,1968-12-31,57,Master's,Writer,Bhatnagar-Choudhry,Self-Employed Business,Automobile,279485.63,23290.47,Punjab National Bank,PUNB0003093,871677274007,Savings,Mangaluru,Dakshina Kannada,Karnataka,575786,Mass Market,58978.36,False,2023-05-21,Son
CUST_00000202,Yahvi Wason,Female,1957-06-18,69,Bachelor's,"Scientist, biomedical","Khurana, Dhawan and Manne",Self-Employed Professional,Agriculture,442020.92,36835.08,Punjab National Bank,PUNB0001298,440859761513,Savings,New Delhi,New Delhi,Delhi,110449,Mass Market,34979.04,True,2016-11-13,Son
CUST_00000203,Qushi Khosla,Female,1986-04-07,40,Master's,"Embryologist, clinical","Chada, Viswanathan and Patel",Salaried - Private,Education,189928.21,15827.35,Axis Bank,UTIB0003253,182269863100,Savings,Hyderabad,Hyderabad,Telangana,500619,Mass Market,48863.92,False,2011-01-31,Daughter
CUST_00000204,Zehaan Tripathi,Male,1985-05-28,41,Diploma,Newspaper journalist,Bassi-Ram,Salaried - Private,Telecom,388642.08,32386.84,IndusInd Bank,INDB0001618,472210151899,Savings,Delhi,East Delhi,Delhi,110257,Mass Market,74108.34,False,2025-09-11,Father
CUST_00000205,Jonathan Babu,Male,1975-03-02,51,Bachelor's,Broadcast journalist,Khosla-Chawla,Self-Employed Professional,Healthcare,596327.52,49693.96,IDFC FIRST Bank,IDFB0003712,584133794547,Savings,Pune,Pune,Maharashtra,411473,Mass Market,11372.78,False,2022-05-05,Sibling
CUST_00000206,Ojas Deol,Male,1958-11-30,67,Diploma,Sports coach,Gill-Shetty,Salaried - Private,Telecom,555560.17,46296.68,Axis Bank,UTIB0008277,411860132678,Savings,Noida,Gautam Buddha Nagar,Uttar Pradesh,201646,Mass Market,16006.31,True,2025-09-09,Father
CUST_00000207,Wriddhish Gopal,Male,1998-10-12,27,High School,Biomedical scientist,"Shankar, Bansal and Memon",Salaried - Govt,Manufacturing,516149.73,43012.48,Canara Bank,CNRB0004178,844609207085,Savings,Lucknow,Lucknow,Uttar Pradesh,226887,Mass Market,19060.98,False,2013-03-23,Mother
CUST_00000208,Harish Barman,Male,1973-01-04,53,Bachelor's,Insurance claims handler,"Rao, Solanki and Kulkarni",Salaried - Private,Government,461184.52,38432.04,IndusInd Bank,INDB0009641,998344199423,Salary,Madurai,Madurai,Tamil Nadu,625241,Mass Market,74572.17,False,2010-08-02,Mother
CUST_00000209,Ikshita Mangal,Female,1975-02-28,51,Bachelor's,Art gallery manager,"Narula, Mahajan and Dash",Salaried - Private,Information Technology,582202.62,48516.89,Canara Bank,CNRB0007081,882124667398,Salary,Mysuru,Mysuru,Karnataka,570185,Mass Market,14797.11,True,2022-10-15,Father
CUST_00000210,Tejas Ratta,Male,1995-03-27,31,High School,Nature conservation officer,Grover-Taneja,Salaried - Private,Manufacturing,1225628.74,102135.73,Canara Bank,CNRB0009410,200663178163,Salary,Coimbatore,Coimbatore,Tamil Nadu,641457,Affluent,315964.69,False,2021-01-26,Spouse
CUST_00000211,Qarin Venkataraman,Male,1970-06-21,56,Bachelor's,Charity fundraiser,"Samra, Brar and Sani",Salaried - Private,Government,47080038.72,3923336.56,State Bank of India,SBIN0007495,510177997256,Salary,Coimbatore,Coimbatore,Tamil Nadu,641183,Ultra HNI,14419014.0,False,2019-08-22,Mother
CUST_00000212,Gautam Memon,Male,1973-04-20,53,High School,Cartographer,Merchant-Mohan,Self-Employed Professional,Education,526948.4,43912.37,State Bank of India,SBIN0006221,211372049245,Salary,Ahmedabad,Ahmedabad,Gujarat,380240,Mass Market,59088.05,True,2017-02-18,Spouse
CUST_00000213,Tanay Ganesan,Male,1992-06-14,34,Diploma,Make,Basak-Pandit,Salaried - Private,Manufacturing,573522.29,47793.52,Canara Bank,CNRB0003273,876353311207,Savings,Lucknow,Lucknow,Uttar Pradesh,226730,Mass Market,42427.56,True,2019-11-02,Spouse
CUST_00000214,Teerth Maharaj,Male,1989-11-03,36,Bachelor's,Barista,Ravi LLC,Salaried - Govt,Banking & Finance,6176922.47,514743.54,State Bank of India,SBIN0005193,701937603321,Salary,Kolkata,Kolkata,West Bengal,700894,HNI,2483531.83,True,2018-03-17,Mother
CUST_00000215,Gauri Balasubramanian,Female,1964-01-11,62,High School,Translator,"Sarma, Banerjee and Date",Self-Employed Business,Education,548749.21,45729.1,Kotak Mahindra Bank,KKBK0002996,362198087367,Salary,Howrah,Howrah,West Bengal,711164,Mass Market,65368.14,False,2011-01-28,Spouse
CUST_00000216,Qadim Pathak,Male,1976-07-03,50,High School,Tax adviser,Dube Ltd,Salaried - Private,Real Estate,471879.46,39323.29,IDFC FIRST Bank,IDFB0009782,791560323940,Current,Madurai,Madurai,Tamil Nadu,625247,Mass Market,27265.28,False,2017-03-13,Mother
CUST_00000217,Reva Prabhu,Female,1979-09-05,46,High School,Camera operator,"Devan, Wagle and Peri",Self-Employed Business,Government,6101670.58,508472.55,State Bank of India,SBIN0006780,728098440767,Salary,Kolkata,Kolkata,West Bengal,700780,HNI,1673131.17,True,2016-05-14,Sibling
CUST_00000218,Liam Krish,Male,2006-07-10,20,Bachelor's,Agricultural engineer,"Grewal, Tata and Vasa",Salaried - Private,Banking & Finance,208632.37,17386.03,IndusInd Bank,INDB0006908,699259862247,Savings,Pune,Pune,Maharashtra,411994,Mass Market,3884.27,False,2016-03-11,Son
CUST_00000219,Dhriti Lala,Female,1996-11-17,29,Bachelor's,Pensioner,N/A,Retired,Government/Services,310962.78,25913.57,State Bank of India,SBIN0007338,512235425357,Savings,Hyderabad,Hyderabad,Telangana,500465,Mass Market,38948.36,True,2021-04-06,Spouse
CUST_00000220,Hredhaan Mangal,Male,1992-09-02,33,Diploma,Recycling officer,Das and Sons,Salaried - Govt,Retail & E-commerce,243850.44,20320.87,Axis Bank,UTIB0002698,738968732973,Salary,Ahmedabad,Ahmedabad,Gujarat,380145,Mass Market,6478.52,False,2023-08-24,Mother
CUST_00000221,Upkaar Gera,Male,2003-04-23,23,High School,Unemployed,N/A,Unemployed,None,471914.8,39326.23,IndusInd Bank,INDB0006546,807868630522,Savings,Delhi,East Delhi,Delhi,110812,Mass Market,73808.56,True,2017-02-13,Son
CUST_00000222,Caleb Nagarajan,Male,1991-04-25,35,Diploma,Bookseller,"Mannan, Mital and Dugar",Salaried - Private,Automobile,206162.56,17180.21,ICICI Bank,ICIC0003209,886250029907,Current,Noida,Gautam Buddha Nagar,Uttar Pradesh,201400,Mass Market,39187.82,False,2021-05-22,Father
CUST_00000223,Harita Pathak,Female,1983-01-18,43,Bachelor's,Community development worker,Dewan and Sons,Salaried - Private,Information Technology,401357.41,33446.45,Axis Bank,UTIB0001686,663972481559,Savings,Howrah,Howrah,West Bengal,711359,Mass Market,33104.09,False,2022-08-24,Spouse
CUST_00000224,Agastya Patel,Male,1985-05-26,41,High School,"Merchandiser, retail",Dayal-Chadha,Salaried - Private,Automobile,527565.92,43963.83,Axis Bank,UTIB0005687,154893296571,Salary,Surat,Surat,Gujarat,395227,Mass Market,55553.85,True,2011-01-20,Mother
CUST_00000225,Rushil Srinivas,Male,1983-12-05,42,Bachelor's,Outdoor activities/education manager,"Borah, Dass and Nadig",Salaried - Private,Government,499321.73,41610.14,Bank of Baroda,BARB0008204,471027814103,Savings,Delhi,East Delhi,Delhi,110808,Mass Market,12009.01,True,2020-04-11,Son
CUST_00000226,Umang Shukla,Male,1991-12-14,34,Diploma,Unemployed,N/A,Unemployed,None,2327237.96,193936.5,Punjab National Bank,PUNB0009507,981613852331,Savings,Mangaluru,Dakshina Kannada,Karnataka,575534,Affluent,245141.62,False,2015-07-06,Spouse
CUST_00000227,Gavin Dayal,Male,1979-02-03,47,Master's,Automotive engineer,Vasa and Sons,Salaried - Private,Government,243020.44,20251.7,IDFC FIRST Bank,IDFB0003956,424465341900,Salary,Ahmedabad,Ahmedabad,Gujarat,380181,Mass Market,25701.34,False,2014-11-12,Mother
CUST_00000228,Faris Naidu,Male,2005-03-08,21,Bachelor's,Equality and diversity officer,Venkataraman-Mander,Salaried - Private,Automobile,509706.95,42475.58,Kotak Mahindra Bank,KKBK0006021,763340157198,Current,Kolkata,Kolkata,West Bengal,700806,Mass Market,67122.18,False,2023-07-14,Son
CUST_00000229,Jeremiah Hegde,Male,1989-08-11,36,Bachelor's,Structural engineer,Dass-Mitter,Salaried - Private,Retail & E-commerce,533166.06,44430.51,Canara Bank,CNRB0001693,490462379884,Current,Howrah,Howrah,West Bengal,711754,Mass Market,4805.12,False,2019-10-31,Spouse
CUST_00000230,Chakradhar Thakkar,Male,1989-12-01,36,Bachelor's,"Therapist, drama","Dube, Garg and Nazareth",Self-Employed Business,Banking & Finance,437852.11,36487.68,Bank of Baroda,BARB0006952,982671983350,Savings,New Delhi,New Delhi,Delhi,110246,Mass Market,6865.6,True,2023-06-24,Daughter
CUST_00000231,Anvi Balakrishnan,Female,1960-10-30,65,Bachelor's,Technical author,Kade-Saha,Self-Employed Professional,Automobile,215612.65,17967.72,Canara Bank,CNRB0001570,173556597858,Savings,Madurai,Madurai,Tamil Nadu,625475,Mass Market,54291.61,False,2019-11-21,Mother
CUST_00000232,Alexander Tank,Male,2002-10-22,23,High School,Pensioner,N/A,Retired,Government/Services,1235852.54,102987.71,Bank of Baroda,BARB0001530,270102587051,Savings,Lucknow,Lucknow,Uttar Pradesh,226480,Affluent,168614.23,False,2018-09-23,Son
CUST_00000233,Matthew Subramanian,Male,1969-05-02,57,High School,"Optician, dispensing",Setty-Bora,Salaried - Private,Banking & Finance,457327.14,38110.6,IDFC FIRST Bank,IDFB0003255,501705971417,Savings,Howrah,Howrah,West Bengal,711765,Mass Market,57799.2,True,2021-01-06,Mother
CUST_00000234,Farhan Sarraf,Male,1978-03-17,48,Master's,"Psychologist, forensic",Oak PLC,Salaried - Private,Education,1724394.42,143699.54,HDFC Bank,HDFC0001424,305023162379,Savings,Kanpur,Kanpur Nagar,Uttar Pradesh,208496,Affluent,202775.86,True,2012-04-19,Daughter
CUST_00000235,Nathaniel Pai,Male,2007-04-18,19,Bachelor's,"Conservator, furniture",Varma-Cherian,Salaried - Govt,Banking & Finance,197619.51,16468.29,Kotak Mahindra Bank,KKBK0005264,592650091135,Salary,Madurai,Madurai,Tamil Nadu,625392,Mass Market,72699.68,False,2015-02-08,Sibling
CUST_00000236,Viraj Das,Male,1970-07-05,56,Master's,Firefighter,Chatterjee Inc,Salaried - Govt,Real Estate,494190.74,41182.56,Axis Bank,UTIB0003009,594239290138,Salary,Delhi,East Delhi,Delhi,110189,Mass Market,61259.19,True,2014-08-23,Sibling
CUST_00000237,Rehaan Sahota,Male,1969-07-05,57,Master's,"Designer, jewellery",Munshi-Gupta,Salaried - Private,Retail & E-commerce,361472.29,30122.69,Punjab National Bank,PUNB0002063,695067706602,Savings,Warangal,Warangal,Telangana,506971,Mass Market,34076.56,False,2022-03-17,Father
CUST_00000238,Zaid Varma,Male,1980-11-13,45,High School,Insurance account manager,Bajaj-Chana,Salaried - Private,Telecom,1762459.46,146871.62,ICICI Bank,ICIC0006922,346998225159,Salary,Bengaluru,Bengaluru Urban,Karnataka,560911,Affluent,164362.72,False,2025-02-13,Father
CUST_00000239,Yashawini Shankar,Female,2006-11-04,19,Master's,"Engineer, structural","Pandit, Bava and Bedi",Salaried - Private,Education,1428971.1,119080.93,Canara Bank,CNRB0001430,707140427507,Salary,Surat,Surat,Gujarat,395922,Affluent,386799.42,False,2014-07-02,Daughter
CUST_00000240,Wahab Mangal,Male,1984-07-01,42,High School,Clinical cytogeneticist,Desai-Lalla,Salaried - Govt,Healthcare,47495522.66,3957960.22,IDFC FIRST Bank,IDFB0002412,439584802361,Savings,Howrah,Howrah,West Bengal,711638,Ultra HNI,2992995.92,True,2021-08-21,Son
CUST_00000241,Tamanna Pau,Female,1958-12-17,67,Master's,Arts development officer,"Hayer, Patil and Mani",Salaried - Private,Government,533095.27,44424.61,IDFC FIRST Bank,IDFB0002208,805736260017,Savings,Mysuru,Mysuru,Karnataka,570577,Mass Market,55494.51,False,2011-03-06,Sibling
CUST_00000242,Zayyan Seshadri,Male,1996-05-01,30,Diploma,Health service manager,"Dani, Dave and Chatterjee",Salaried - Govt,Agriculture,546795.62,45566.3,Punjab National Bank,PUNB0003102,708941592508,Salary,New Delhi,New Delhi,Delhi,110543,Mass Market,48449.27,True,2016-04-20,Daughter
CUST_00000243,Omkaar Pau,Male,1995-11-04,30,High School,"Engineer, civil (contracting)","Upadhyay, Ratti and Tella",Salaried - Private,Information Technology,2385257.91,198771.49,HDFC Bank,HDFC0009488,431369678216,Savings,New Delhi,New Delhi,Delhi,110430,Affluent,89671.24,False,2010-08-24,Sibling
CUST_00000244,Anirudh Devan,Male,1993-09-09,32,Bachelor's,Public relations account executive,"Shan, Dixit and Varma",Self-Employed Professional,Education,258970.39,21580.87,Punjab National Bank,PUNB0009501,413081322878,Salary,Mysuru,Mysuru,Karnataka,570301,Mass Market,27943.07,False,2012-03-27,Sibling
CUST_00000245,Nathaniel Gaba,Male,1977-01-11,49,High School,Warehouse manager,"Mistry, Nayar and Tripathi",Self-Employed Professional,Agriculture,493208.19,41100.68,Kotak Mahindra Bank,KKBK0003050,433396932384,Current,Mangaluru,Dakshina Kannada,Karnataka,575756,Mass Market,16781.08,True,2023-04-02,Father
CUST_00000246,Yash Mistry,Male,1981-04-15,45,High School,Adult guidance worker,Narula-Choudhary,Salaried - Private,Services,2393401.81,199450.15,IDFC FIRST Bank,IDFB0003526,822289806797,Savings,Vadodara,Vadodara,Gujarat,390142,Affluent,197323.81,False,2025-09-04,Spouse
CUST_00000247,Nikita Bala,Female,1987-08-18,38,Bachelor's,Geochemist,"Kari, Behl and Srinivasan",Salaried - Private,Banking & Finance,472159.62,39346.64,State Bank of India,SBIN0005336,330429848664,Savings,Kolkata,Kolkata,West Bengal,700609,Mass Market,2234.93,True,2012-09-23,Sibling
CUST_00000248,Sachi Divan,Female,1999-04-23,27,High School,Financial manager,Choudhary and Sons,Salaried - Govt,Agriculture,449776.72,37481.39,Kotak Mahindra Bank,KKBK0005949,368362204552,Savings,Howrah,Howrah,West Bengal,711564,Mass Market,6734.31,False,2010-04-21,Spouse
CUST_00000249,Naksh Sahota,Male,1964-06-23,62,Bachelor's,"Engineer, electronics",Thaker-Sinha,Self-Employed Professional,Telecom,1085677.3,90473.11,State Bank of India,SBIN0003589,557154624621,Savings,Lucknow,Lucknow,Uttar Pradesh,226308,Affluent,380019.76,True,2023-12-18,Mother
CUST_00000250,Azaan Devi,Male,1983-07-25,43,Diploma,"Surveyor, mining",Sridhar-Vora,Self-Employed Professional,Services,2019506.94,168292.24,ICICI Bank,ICIC0006121,889679065378,Savings,Vadodara,Vadodara,Gujarat,390981,Affluent,256907.62,True,2016-01-11,Mother
CUST_00000251,Gabriel Sharaf,Male,2004-01-04,22,Bachelor's,"Lighting technician, broadcasting/film/video","Pandya, Lalla and Sule",Salaried - Private,Government,431254.62,35937.89,ICICI Bank,ICIC0007070,716392146155,Current,Mysuru,Mysuru,Karnataka,570347,Mass Market,55703.41,False,2013-01-28,Son
CUST_00000252,Jatin Mallick,Male,1985-08-11,40,Bachelor's,Equality and diversity officer,Mani-Johal,Salaried - Govt,Banking & Finance,813005.14,67750.43,Kotak Mahindra Bank,KKBK0008366,255683626158,Salary,Bengaluru,Bengaluru Urban,Karnataka,560397,Affluent,213961.96,True,2021-01-16,Son
CUST_00000253,Yash Nadig,Male,1981-07-17,45,Bachelor's,"Surveyor, minerals","Mahal, Mani and Dara",Salaried - Private,Services,320494.74,26707.9,Bank of Baroda,BARB0005067,275674087343,Savings,Vadodara,Vadodara,Gujarat,390838,Mass Market,3912.36,False,2019-03-05,Mother
CUST_00000254,Ranveer Rana,Male,1999-02-19,27,Bachelor's,Dancer,Basak-Mani,Salaried - Private,Education,4370655.37,364221.28,ICICI Bank,ICIC0009163,666918371818,Salary,Lucknow,Lucknow,Uttar Pradesh,226415,HNI,1302279.31,False,2025-04-13,Son
CUST_00000255,Balveer Pal,Male,2004-08-16,21,Master's,Furniture conservator/restorer,"Srinivas, Kala and Jaggi",Salaried - Private,Information Technology,236061.59,19671.8,HDFC Bank,HDFC0007442,604682041068,Salary,Chennai,Chennai,Tamil Nadu,600697,Mass Market,7883.91,False,2023-03-31,Mother
CUST_00000256,Krishna Magar,Male,1963-09-29,62,Bachelor's,Warden/ranger,"Khatri, Kibe and Bedi",Self-Employed Professional,Information Technology,886034.7,73836.22,State Bank of India,SBIN0005609,754960583409,Savings,Lucknow,Lucknow,Uttar Pradesh,226649,Affluent,294090.06,False,2020-09-18,Spouse
CUST_00000257,Isaiah Kaul,Male,1959-05-04,67,Master's,Patent attorney,Sodhi-Chaudhry,Salaried - Private,Banking & Finance,298518.57,24876.55,Bank of Baroda,BARB0003194,391552927358,Savings,Surat,Surat,Gujarat,395474,Mass Market,21104.51,False,2020-11-24,Spouse
CUST_00000258,Ekantika Ahluwalia,Female,2006-09-24,19,Diploma,"Designer, industrial/product",Soni-Sood,Salaried - Private,Government,1409531.72,117460.98,State Bank of India,SBIN0004189,707147416489,Savings,Hyderabad,Hyderabad,Telangana,500495,Affluent,360684.22,False,2020-05-29,Daughter
CUST_00000259,Maanas Nagi,Male,1971-06-11,55,High School,Barrister's clerk,Kata PLC,Self-Employed Business,Real Estate,403616.69,33634.72,IndusInd Bank,INDB0005582,850001111711,Savings,Bengaluru,Bengaluru Urban,Karnataka,560199,Mass Market,32009.98,False,2021-10-26,Son
CUST_00000260,Anirudh Gill,Male,1978-04-29,48,Bachelor's,Pensioner,N/A,Retired,Government/Services,573465.43,47788.79,Punjab National Bank,PUNB0006555,930498955541,Savings,New Delhi,New Delhi,Delhi,110716,Mass Market,5814.83,True,2023-05-27,Daughter
CUST_00000261,Anita Ranganathan,Female,1997-07-22,29,Doctorate,Electronics engineer,"Mann, Barad and Andra",Salaried - Private,Government,263201.01,21933.42,IndusInd Bank,INDB0001659,138849282100,Savings,Delhi,East Delhi,Delhi,110923,Mass Market,43269.11,False,2014-10-10,Son
CUST_00000262,Damyanti Nayak,Female,1971-05-25,55,Bachelor's,Speech and language therapist,"Tak, Desai and Thaman",Salaried - Private,Agriculture,243523.67,20293.64,Canara Bank,CNRB0003440,252537935638,Savings,Vadodara,Vadodara,Gujarat,390426,Mass Market,18448.14,False,2017-06-27,Father
CUST_00000263,Inaya Chowdhury,Female,1973-10-17,52,Bachelor's,Proofreader,"Kurian, Grewal and Atwal",Salaried - Govt,Government,541258.67,45104.89,IDFC FIRST Bank,IDFB0005902,471917215429,Savings,Kanpur,Kanpur Nagar,Uttar Pradesh,208676,Mass Market,54765.44,False,2021-10-14,Mother
